medida;tiempo;canal;id;valor
voltageReceiver2;12/04/2025 19:21;a;7;1588
status;12/04/2025 19:21;ALL;7;1
voltageReceiver1;12/04/2025 19:21;b;7;1682
voltageReceiver2;12/04/2025 19:21;b;7;1624
status;12/04/2025 19:21;ALL;7;1
voltageReceiver1;12/04/2025 19:21;a;7;1682
voltageReceiver2;12/04/2025 19:21;a;7;1588
status;12/04/2025 19:21;ALL;7;1
voltageReceiver1;12/04/2025 19:21;b;7;1682
voltageReceiver2;12/04/2025 19:21;b;7;1624
status;12/04/2025 19:22;ALL;7;1
voltageReceiver1;12/04/2025 19:22;a;7;1729
voltageReceiver2;12/04/2025 19:22;a;7;1588
status;12/04/2025 19:22;ALL;7;1
voltageReceiver1;12/04/2025 19:22;b;7;1718
voltageReceiver2;12/04/2025 19:22;b;7;1624
status;12/04/2025 19:22;ALL;7;1
voltageReceiver1;12/04/2025 19:22;a;7;1706
voltageReceiver2;12/04/2025 19:22;a;7;1588
status;12/04/2025 19:22;ALL;7;1
voltageReceiver1;12/04/2025 19:22;b;7;1706
voltageReceiver2;12/04/2025 19:22;b;7;1624
status;12/04/2025 19:23;ALL;7;1
voltageReceiver1;12/04/2025 19:23;a;7;1729
voltageReceiver2;12/04/2025 19:23;a;7;1588
status;12/04/2025 19:23;ALL;7;1
voltageReceiver1;12/04/2025 19:23;b;7;1729
voltageReceiver2;12/04/2025 19:23;b;7;1624
status;12/04/2025 19:23;ALL;7;1
voltageReceiver1;12/04/2025 19:23;a;7;1718
voltageReceiver2;12/04/2025 19:23;a;7;1588
status;12/04/2025 19:23;ALL;7;1
voltageReceiver1;12/04/2025 19:23;b;7;1718
voltageReceiver2;12/04/2025 19:23;b;7;1624
status;12/04/2025 19:24;ALL;7;1
voltageReceiver1;12/04/2025 19:24;a;7;1729
voltageReceiver2;12/04/2025 19:24;a;7;1588
status;12/04/2025 19:24;ALL;7;1
voltageReceiver1;12/04/2025 19:24;b;7;1729
voltageReceiver2;12/04/2025 19:24;b;7;1624
status;12/04/2025 19:24;ALL;7;1
voltageReceiver1;12/04/2025 19:24;a;7;1729
voltageReceiver2;12/04/2025 19:24;a;7;1588
status;12/04/2025 19:24;ALL;7;1
voltageReceiver1;12/04/2025 19:24;b;7;1718
voltageReceiver2;12/04/2025 19:24;b;7;1624
status;12/04/2025 19:25;ALL;7;1
voltageReceiver1;12/04/2025 19:25;a;7;1741
voltageReceiver2;12/04/2025 19:25;a;7;1588
status;12/04/2025 19:25;ALL;7;1
voltageReceiver1;12/04/2025 19:25;b;7;1741
voltageReceiver2;12/04/2025 19:25;b;7;1624
status;12/04/2025 19:25;ALL;7;1
voltageReceiver1;12/04/2025 19:25;a;7;1753
voltageReceiver2;12/04/2025 19:25;a;7;1588
status;12/04/2025 19:25;ALL;7;1
voltageReceiver1;12/04/2025 19:25;b;7;1741
voltageReceiver2;12/04/2025 19:25;b;7;1612
status;12/04/2025 19:26;ALL;7;1
voltageReceiver1;12/04/2025 19:26;a;7;1718
voltageReceiver2;12/04/2025 19:26;a;7;1588
status;12/04/2025 19:26;ALL;7;1
voltageReceiver1;12/04/2025 19:26;b;7;1718
voltageReceiver2;12/04/2025 19:26;b;7;1624
status;12/04/2025 19:26;ALL;7;1
voltageReceiver1;12/04/2025 19:26;a;7;1729
voltageReceiver2;12/04/2025 19:26;a;7;1588
status;12/04/2025 19:26;ALL;7;1
voltageReceiver1;12/04/2025 19:26;b;7;1718
voltageReceiver2;12/04/2025 19:26;b;7;1624
status;12/04/2025 19:27;ALL;7;1
voltageReceiver1;12/04/2025 19:27;a;7;1729
voltageReceiver2;12/04/2025 19:27;a;7;1588
status;12/04/2025 19:27;ALL;7;1
voltageReceiver1;12/04/2025 19:27;b;7;1729
voltageReceiver2;12/04/2025 19:27;b;7;1624
status;12/04/2025 19:27;ALL;7;1
voltageReceiver1;12/04/2025 19:27;a;7;1741
voltageReceiver2;12/04/2025 19:27;a;7;1588
status;12/04/2025 19:27;ALL;7;1
voltageReceiver1;12/04/2025 19:27;b;7;1729
voltageReceiver2;12/04/2025 19:27;b;7;1624
status;12/04/2025 19:28;ALL;7;1
voltageReceiver1;12/04/2025 19:28;a;7;1706
voltageReceiver2;12/04/2025 19:28;a;7;1588
status;12/04/2025 19:28;ALL;7;1
voltageReceiver1;12/04/2025 19:28;b;7;1706
voltageReceiver2;12/04/2025 19:28;b;7;1624
status;12/04/2025 19:28;ALL;7;1
voltageReceiver1;12/04/2025 19:28;a;7;1718
voltageReceiver2;12/04/2025 19:28;a;7;1588
status;12/04/2025 19:28;ALL;7;1
voltageReceiver1;12/04/2025 19:28;b;7;1718
voltageReceiver2;12/04/2025 19:28;b;7;1624
status;12/04/2025 19:29;ALL;7;1
voltageReceiver1;12/04/2025 19:29;a;7;1682
voltageReceiver2;12/04/2025 19:29;a;7;1588
status;12/04/2025 19:29;ALL;7;1
voltageReceiver1;12/04/2025 19:29;b;7;1694
voltageReceiver2;12/04/2025 19:29;b;7;1624
status;12/04/2025 19:29;ALL;7;1
voltageReceiver1;12/04/2025 19:29;a;7;1706
voltageReceiver2;12/04/2025 19:29;a;7;1588
status;12/04/2025 19:29;ALL;7;1
voltageReceiver1;12/04/2025 19:29;b;7;1706
voltageReceiver2;12/04/2025 19:29;b;7;1624
status;12/04/2025 19:30;ALL;7;1
voltageReceiver1;12/04/2025 19:30;a;7;1682
voltageReceiver2;12/04/2025 19:30;a;7;1576
status;12/04/2025 19:30;ALL;7;1
voltageReceiver1;12/04/2025 19:30;b;7;1706
voltageReceiver2;12/04/2025 19:30;b;7;1612
status;12/04/2025 19:30;ALL;7;1
voltageReceiver1;12/04/2025 19:30;a;7;1706
voltageReceiver2;12/04/2025 19:30;a;7;1576
status;12/04/2025 19:30;ALL;7;1
voltageReceiver1;12/04/2025 19:30;b;7;1706
voltageReceiver2;12/04/2025 19:30;b;7;1612
status;12/04/2025 19:30;ALL;7;1
voltageReceiver1;12/04/2025 19:30;a;7;1671
voltageReceiver2;12/04/2025 19:30;a;7;1588
status;12/04/2025 19:30;ALL;7;1
voltageReceiver1;12/04/2025 19:30;b;7;1682
voltageReceiver2;12/04/2025 19:30;b;7;1624
status;12/04/2025 19:31;ALL;7;1
voltageReceiver1;12/04/2025 19:31;a;7;1671
voltageReceiver2;12/04/2025 19:31;a;7;1588
status;12/04/2025 19:31;ALL;7;1
voltageReceiver1;12/04/2025 19:31;b;7;1682
voltageReceiver2;12/04/2025 19:31;b;7;1624
status;12/04/2025 19:31;ALL;7;1
voltageReceiver1;12/04/2025 19:31;a;7;1682
voltageReceiver2;12/04/2025 19:31;a;7;1588
status;12/04/2025 19:31;ALL;7;1
voltageReceiver1;12/04/2025 19:31;b;7;1694
voltageReceiver2;12/04/2025 19:31;b;7;1612
status;12/04/2025 19:32;ALL;7;1
voltageReceiver1;12/04/2025 19:32;a;7;1671
voltageReceiver2;12/04/2025 19:32;a;7;1588
status;12/04/2025 19:32;ALL;7;1
voltageReceiver1;12/04/2025 19:32;b;7;1682
voltageReceiver2;12/04/2025 19:32;b;7;1612
status;12/04/2025 19:32;ALL;7;1
voltageReceiver1;12/04/2025 19:32;a;7;1682
voltageReceiver2;12/04/2025 19:32;a;7;1588
status;12/04/2025 19:32;ALL;7;1
voltageReceiver1;12/04/2025 19:32;b;7;1706
voltageReceiver2;12/04/2025 19:32;b;7;1624
status;12/04/2025 19:33;ALL;7;1
voltageReceiver1;12/04/2025 19:33;a;7;1671
voltageReceiver2;12/04/2025 19:33;a;7;1588
status;12/04/2025 19:33;ALL;7;1
voltageReceiver1;12/04/2025 19:33;b;7;1682
voltageReceiver2;12/04/2025 19:33;b;7;1624
status;12/04/2025 19:33;ALL;7;1
voltageReceiver1;12/04/2025 19:33;a;7;1694
voltageReceiver2;12/04/2025 19:33;a;7;1588
status;12/04/2025 19:33;ALL;7;1
voltageReceiver1;12/04/2025 19:33;b;7;1706
voltageReceiver2;12/04/2025 19:33;b;7;1624
status;12/04/2025 19:33;ALL;7;1
voltageReceiver1;12/04/2025 19:33;a;7;1682
voltageReceiver2;12/04/2025 19:33;a;7;1588
status;12/04/2025 19:33;ALL;7;1
voltageReceiver1;12/04/2025 19:33;b;7;1694
voltageReceiver2;12/04/2025 19:33;b;7;1624
status;12/04/2025 19:34;ALL;7;1
voltageReceiver1;12/04/2025 19:34;a;7;1729
voltageReceiver2;12/04/2025 19:34;a;7;1576
status;12/04/2025 19:34;ALL;7;1
voltageReceiver1;12/04/2025 19:34;b;7;1741
voltageReceiver2;12/04/2025 19:34;b;7;1612
status;12/04/2025 19:34;ALL;7;1
voltageReceiver1;12/04/2025 19:34;a;7;1718
voltageReceiver2;12/04/2025 19:34;a;7;1576
status;12/04/2025 19:34;ALL;7;1
voltageReceiver1;12/04/2025 19:34;b;7;1729
voltageReceiver2;12/04/2025 19:34;b;7;1612
status;12/04/2025 19:35;ALL;7;1
voltageReceiver1;12/04/2025 19:35;a;7;1718
voltageReceiver2;12/04/2025 19:35;a;7;1588
status;12/04/2025 19:35;ALL;7;1
voltageReceiver1;12/04/2025 19:35;b;7;1729
voltageReceiver2;12/04/2025 19:35;b;7;1624
status;12/04/2025 19:35;ALL;7;1
voltageReceiver1;12/04/2025 19:35;a;7;1706
voltageReceiver2;12/04/2025 19:35;a;7;1588
status;12/04/2025 19:35;ALL;7;1
voltageReceiver1;12/04/2025 19:35;b;7;1718
voltageReceiver2;12/04/2025 19:35;b;7;1624
status;12/04/2025 19:36;ALL;7;1
voltageReceiver1;12/04/2025 19:36;a;7;1741
voltageReceiver2;12/04/2025 19:36;a;7;1588
status;12/04/2025 19:36;ALL;7;1
voltageReceiver1;12/04/2025 19:36;b;7;1741
voltageReceiver2;12/04/2025 19:36;b;7;1612
status;12/04/2025 19:36;ALL;7;1
voltageReceiver1;12/04/2025 19:36;a;7;1741
voltageReceiver2;12/04/2025 19:36;a;7;1588
status;12/04/2025 19:36;ALL;7;1
voltageReceiver1;12/04/2025 19:36;b;7;1741
voltageReceiver2;12/04/2025 19:36;b;7;1612
status;12/04/2025 19:37;ALL;7;1
voltageReceiver1;12/04/2025 19:37;a;7;1729
voltageReceiver2;12/04/2025 19:37;a;7;1588
status;12/04/2025 19:37;ALL;7;1
voltageReceiver1;12/04/2025 19:37;b;7;1729
voltageReceiver2;12/04/2025 19:37;b;7;1612
status;12/04/2025 19:37;ALL;7;1
voltageReceiver1;12/04/2025 19:37;a;7;1729
voltageReceiver2;12/04/2025 19:37;a;7;1588
status;12/04/2025 19:37;ALL;7;1
voltageReceiver1;12/04/2025 19:37;b;7;1729
voltageReceiver2;12/04/2025 19:37;b;7;1612
status;12/04/2025 19:38;ALL;7;1
voltageReceiver1;12/04/2025 19:38;a;7;1729
voltageReceiver2;12/04/2025 19:38;a;7;1588
status;12/04/2025 19:38;ALL;7;1
voltageReceiver1;12/04/2025 19:38;b;7;1729
voltageReceiver2;12/04/2025 19:38;b;7;1624
status;12/04/2025 19:38;ALL;7;1
voltageReceiver1;12/04/2025 19:38;a;7;1729
voltageReceiver2;12/04/2025 19:38;a;7;1588
status;12/04/2025 19:38;ALL;7;1
voltageReceiver1;12/04/2025 19:38;b;7;1729
voltageReceiver2;12/04/2025 19:38;b;7;1624
status;12/04/2025 19:39;ALL;7;1
voltageReceiver1;12/04/2025 19:39;a;7;1729
voltageReceiver2;12/04/2025 19:39;a;7;1588
status;12/04/2025 19:39;ALL;7;1
voltageReceiver1;12/04/2025 19:39;b;7;1729
voltageReceiver2;12/04/2025 19:39;b;7;1612
status;12/04/2025 19:39;ALL;7;1
voltageReceiver1;12/04/2025 19:39;a;7;1741
voltageReceiver2;12/04/2025 19:39;a;7;1588
status;12/04/2025 19:39;ALL;7;1
voltageReceiver1;12/04/2025 19:39;b;7;1741
voltageReceiver2;12/04/2025 19:39;b;7;1612
status;12/04/2025 19:40;ALL;7;1
voltageReceiver1;12/04/2025 19:40;a;7;1682
voltageReceiver2;12/04/2025 19:40;a;7;1588
status;12/04/2025 19:40;ALL;7;1
voltageReceiver1;12/04/2025 19:40;b;7;1694
voltageReceiver2;12/04/2025 19:40;b;7;1624
status;12/04/2025 19:40;ALL;7;1
voltageReceiver1;12/04/2025 19:40;a;7;1706
voltageReceiver2;12/04/2025 19:40;a;7;1588
status;12/04/2025 19:40;ALL;7;1
voltageReceiver1;12/04/2025 19:40;b;7;1706
voltageReceiver2;12/04/2025 19:40;b;7;1624
status;12/04/2025 19:41;ALL;7;1
voltageReceiver1;12/04/2025 19:41;a;7;1694
voltageReceiver2;12/04/2025 19:41;a;7;1576
status;12/04/2025 19:41;ALL;7;1
voltageReceiver1;12/04/2025 19:41;b;7;1706
voltageReceiver2;12/04/2025 19:41;b;7;1612
status;12/04/2025 19:41;ALL;7;1
voltageReceiver1;12/04/2025 19:41;a;7;1706
voltageReceiver2;12/04/2025 19:41;a;7;1576
status;12/04/2025 19:41;ALL;7;1
voltageReceiver1;12/04/2025 19:41;b;7;1718
voltageReceiver2;12/04/2025 19:41;b;7;1612
status;12/04/2025 19:42;ALL;7;1
voltageReceiver1;12/04/2025 19:42;a;7;1671
voltageReceiver2;12/04/2025 19:42;a;7;1588
status;12/04/2025 19:42;ALL;7;1
voltageReceiver1;12/04/2025 19:42;b;7;1682
voltageReceiver2;12/04/2025 19:42;b;7;1612
status;12/04/2025 19:42;ALL;7;1
voltageReceiver1;12/04/2025 19:42;a;7;1682
voltageReceiver2;12/04/2025 19:42;a;7;1588
status;12/04/2025 19:42;ALL;7;1
voltageReceiver1;12/04/2025 19:42;b;7;1694
voltageReceiver2;12/04/2025 19:42;b;7;1612
status;12/04/2025 19:43;ALL;7;1
voltageReceiver1;12/04/2025 19:43;a;7;1682
voltageReceiver2;12/04/2025 19:43;a;7;1588
status;12/04/2025 19:43;ALL;7;1
voltageReceiver1;12/04/2025 19:43;b;7;1706
voltageReceiver2;12/04/2025 19:43;b;7;1612
status;12/04/2025 19:43;ALL;7;1
voltageReceiver1;12/04/2025 19:43;a;7;1682
voltageReceiver2;12/04/2025 19:43;a;7;1588
status;12/04/2025 19:43;ALL;7;1
voltageReceiver1;12/04/2025 19:43;b;7;1694
voltageReceiver2;12/04/2025 19:43;b;7;1612
status;12/04/2025 19:44;ALL;7;1
voltageReceiver1;12/04/2025 19:44;a;7;1706
voltageReceiver2;12/04/2025 19:44;a;7;1576
status;12/04/2025 19:44;ALL;7;1
voltageReceiver1;12/04/2025 19:44;b;7;1718
voltageReceiver2;12/04/2025 19:44;b;7;16
status;12/04/2025 19:44;ALL;7;1
voltageReceiver1;12/04/2025 19:44;a;7;1694
voltageReceiver2;12/04/2025 19:44;a;7;1576
status;12/04/2025 19:44;ALL;7;1
voltageReceiver1;12/04/2025 19:44;b;7;1706
voltageReceiver2;12/04/2025 19:44;b;7;16
status;12/04/2025 19:45;ALL;7;1
voltageReceiver1;12/04/2025 19:45;a;7;1706
voltageReceiver2;12/04/2025 19:45;a;7;1588
status;12/04/2025 19:45;ALL;7;1
voltageReceiver1;12/04/2025 19:45;b;7;1706
voltageReceiver2;12/04/2025 19:45;b;7;1624
status;12/04/2025 19:45;ALL;7;1
voltageReceiver1;12/04/2025 19:45;a;7;1694
voltageReceiver2;12/04/2025 19:45;a;7;1588
status;12/04/2025 19:45;ALL;7;1
voltageReceiver1;12/04/2025 19:45;b;7;1694
voltageReceiver2;12/04/2025 19:45;b;7;1624
status;12/04/2025 19:46;ALL;7;1
voltageReceiver1;12/04/2025 19:46;a;7;1729
voltageReceiver2;12/04/2025 19:46;a;7;1576
status;12/04/2025 19:46;ALL;7;1
voltageReceiver1;12/04/2025 19:46;b;7;1741
voltageReceiver2;12/04/2025 19:46;b;7;1612
status;12/04/2025 19:46;ALL;7;1
voltageReceiver1;12/04/2025 19:46;a;7;1718
voltageReceiver2;12/04/2025 19:46;a;7;1576
status;12/04/2025 19:46;ALL;7;1
voltageReceiver1;12/04/2025 19:46;b;7;1741
voltageReceiver2;12/04/2025 19:46;b;7;1612
status;12/04/2025 19:47;ALL;7;1
voltageReceiver1;12/04/2025 19:47;a;7;1729
voltageReceiver2;12/04/2025 19:47;a;7;1588
status;12/04/2025 19:47;ALL;7;1
voltageReceiver1;12/04/2025 19:47;b;7;1729
voltageReceiver2;12/04/2025 19:47;b;7;1612
status;12/04/2025 19:47;ALL;7;1
voltageReceiver1;12/04/2025 19:47;a;7;1718
voltageReceiver2;12/04/2025 19:47;a;7;1588
status;12/04/2025 19:47;ALL;7;1
voltageReceiver1;12/04/2025 19:47;b;7;1729
voltageReceiver2;12/04/2025 19:47;b;7;1612
status;12/04/2025 19:48;ALL;7;1
voltageReceiver1;12/04/2025 19:48;a;7;1729
voltageReceiver2;12/04/2025 19:48;a;7;1588
status;12/04/2025 19:48;ALL;7;1
voltageReceiver1;12/04/2025 19:48;b;7;1741
voltageReceiver2;12/04/2025 19:48;b;7;1612
status;12/04/2025 19:48;ALL;7;1
voltageReceiver1;12/04/2025 19:48;a;7;1729
voltageReceiver2;12/04/2025 19:48;a;7;1588
status;12/04/2025 19:48;ALL;7;1
voltageReceiver1;12/04/2025 19:48;b;7;1741
voltageReceiver2;12/04/2025 19:48;b;7;1612
status;12/04/2025 19:49;ALL;7;1
voltageReceiver1;12/04/2025 19:49;a;7;1741
voltageReceiver2;12/04/2025 19:49;a;7;1588
status;12/04/2025 19:49;ALL;7;1
voltageReceiver1;12/04/2025 19:49;b;7;1741
voltageReceiver2;12/04/2025 19:49;b;7;1612
status;12/04/2025 19:49;ALL;7;1
voltageReceiver1;12/04/2025 19:49;a;7;1741
voltageReceiver2;12/04/2025 19:49;a;7;1576
status;12/04/2025 19:49;ALL;7;1
voltageReceiver1;12/04/2025 19:49;b;7;1741
voltageReceiver2;12/04/2025 19:49;b;7;1612
status;12/04/2025 19:50;ALL;7;1
voltageReceiver1;12/04/2025 19:50;a;7;1718
voltageReceiver2;12/04/2025 19:50;a;7;1588
status;12/04/2025 19:50;ALL;7;1
voltageReceiver1;12/04/2025 19:50;b;7;1718
voltageReceiver2;12/04/2025 19:50;b;7;1624
status;12/04/2025 19:50;ALL;7;1
voltageReceiver1;12/04/2025 19:50;a;7;1729
voltageReceiver2;12/04/2025 19:50;a;7;1588
status;12/04/2025 19:50;ALL;7;1
voltageReceiver1;12/04/2025 19:50;b;7;1718
voltageReceiver2;12/04/2025 19:50;b;7;1624
status;12/04/2025 19:51;ALL;7;1
voltageReceiver1;12/04/2025 19:51;a;7;1729
voltageReceiver2;12/04/2025 19:51;a;7;1588
status;12/04/2025 19:51;ALL;7;1
voltageReceiver1;12/04/2025 19:51;b;7;1729
voltageReceiver2;12/04/2025 19:51;b;7;1612
status;12/04/2025 19:51;ALL;7;1
voltageReceiver1;12/04/2025 19:51;a;7;1741
voltageReceiver2;12/04/2025 19:51;a;7;1588
status;12/04/2025 19:51;ALL;7;1
voltageReceiver1;12/04/2025 19:51;b;7;1741
voltageReceiver2;12/04/2025 19:51;b;7;1612
status;12/04/2025 19:52;ALL;7;1
voltageReceiver1;12/04/2025 19:52;a;7;1706
voltageReceiver2;12/04/2025 19:52;a;7;1588
status;12/04/2025 19:52;ALL;7;1
voltageReceiver1;12/04/2025 19:52;b;7;1694
voltageReceiver2;12/04/2025 19:52;b;7;1612
status;12/04/2025 19:52;ALL;7;1
voltageReceiver1;12/04/2025 19:52;a;7;1718
voltageReceiver2;12/04/2025 19:52;a;7;1588
status;12/04/2025 19:52;ALL;7;1
voltageReceiver1;12/04/2025 19:52;b;7;1706
voltageReceiver2;12/04/2025 19:52;b;7;1612
status;12/04/2025 19:53;ALL;7;1
voltageReceiver1;12/04/2025 19:53;a;7;1694
voltageReceiver2;12/04/2025 19:53;a;7;1588
status;12/04/2025 19:53;ALL;7;1
voltageReceiver1;12/04/2025 19:53;b;7;1694
voltageReceiver2;12/04/2025 19:53;b;7;1612
status;12/04/2025 19:53;ALL;7;1
voltageReceiver1;12/04/2025 19:53;a;7;1706
voltageReceiver2;12/04/2025 19:53;a;7;1588
status;12/04/2025 19:53;ALL;7;1
voltageReceiver1;12/04/2025 19:53;b;7;1706
voltageReceiver2;12/04/2025 19:53;b;7;1612
status;12/04/2025 19:54;ALL;7;1
voltageReceiver1;12/04/2025 19:54;a;7;1694
voltageReceiver2;12/04/2025 19:54;a;7;1576
status;12/04/2025 19:54;ALL;7;1
voltageReceiver1;12/04/2025 19:54;b;7;1694
voltageReceiver2;12/04/2025 19:54;b;7;16
status;12/04/2025 19:54;ALL;7;1
voltageReceiver1;12/04/2025 19:54;a;7;1706
voltageReceiver2;12/04/2025 19:54;a;7;1576
status;12/04/2025 19:54;ALL;7;1
voltageReceiver1;12/04/2025 19:54;b;7;1694
voltageReceiver2;12/04/2025 19:54;b;7;16
status;12/04/2025 19:55;ALL;7;1
voltageReceiver1;12/04/2025 19:55;a;7;1682
voltageReceiver2;12/04/2025 19:55;a;7;1588
status;12/04/2025 19:55;ALL;7;1
voltageReceiver1;12/04/2025 19:55;b;7;1682
voltageReceiver2;12/04/2025 19:55;b;7;1612
status;12/04/2025 19:55;ALL;7;1
voltageReceiver1;12/04/2025 19:55;a;7;1682
voltageReceiver2;12/04/2025 19:55;a;7;1588
status;12/04/2025 19:55;ALL;7;1
voltageReceiver1;12/04/2025 19:55;b;7;1671
voltageReceiver2;12/04/2025 19:55;b;7;1612
status;12/04/2025 19:56;ALL;7;1
voltageReceiver1;12/04/2025 19:56;a;7;1706
voltageReceiver2;12/04/2025 19:56;a;7;1576
status;12/04/2025 19:56;ALL;7;1
voltageReceiver1;12/04/2025 19:56;b;7;1718
voltageReceiver2;12/04/2025 19:56;b;7;16
status;12/04/2025 19:56;ALL;7;1
voltageReceiver1;12/04/2025 19:56;a;7;1706
voltageReceiver2;12/04/2025 19:56;a;7;1576
status;12/04/2025 19:56;ALL;7;1
voltageReceiver1;12/04/2025 19:56;b;7;1706
voltageReceiver2;12/04/2025 19:56;b;7;16
status;12/04/2025 19:57;ALL;7;1
voltageReceiver1;12/04/2025 19:57;a;7;1706
voltageReceiver2;12/04/2025 19:57;a;7;1588
status;12/04/2025 19:57;ALL;7;1
voltageReceiver1;12/04/2025 19:57;b;7;1718
voltageReceiver2;12/04/2025 19:57;b;7;1612
status;12/04/2025 19:57;ALL;7;1
voltageReceiver1;12/04/2025 19:57;a;7;1694
voltageReceiver2;12/04/2025 19:57;a;7;1588
status;12/04/2025 19:57;ALL;7;1
voltageReceiver1;12/04/2025 19:57;b;7;1694
voltageReceiver2;12/04/2025 19:57;b;7;1612
status;12/04/2025 19:58;ALL;7;1
voltageReceiver1;12/04/2025 19:58;a;7;1718
voltageReceiver2;12/04/2025 19:58;a;7;1588
status;12/04/2025 19:58;ALL;7;1
voltageReceiver1;12/04/2025 19:58;b;7;1741
voltageReceiver2;12/04/2025 19:58;b;7;1612
status;12/04/2025 19:58;ALL;7;1
voltageReceiver1;12/04/2025 19:58;a;7;1706
voltageReceiver2;12/04/2025 19:58;a;7;1588
status;12/04/2025 19:58;ALL;7;1
voltageReceiver1;12/04/2025 19:58;b;7;1729
voltageReceiver2;12/04/2025 19:58;b;7;1612
status;12/04/2025 19:59;ALL;7;1
voltageReceiver1;12/04/2025 19:59;a;7;1729
voltageReceiver2;12/04/2025 19:59;a;7;1588
status;12/04/2025 19:59;ALL;7;1
voltageReceiver1;12/04/2025 19:59;b;7;1765
voltageReceiver2;12/04/2025 19:59;b;7;1612
status;12/04/2025 19:59;ALL;7;1
voltageReceiver1;12/04/2025 19:59;a;7;1729
voltageReceiver2;12/04/2025 19:59;a;7;1576
status;12/04/2025 19:59;ALL;7;1
voltageReceiver1;12/04/2025 19:59;b;7;1741
voltageReceiver2;12/04/2025 19:59;b;7;1612
status;12/04/2025 20:00;ALL;7;1
voltageReceiver1;12/04/2025 20:00;a;7;1729
voltageReceiver2;12/04/2025 20:00;a;7;1588
status;12/04/2025 20:00;ALL;7;1
voltageReceiver1;12/04/2025 20:00;b;7;1741
voltageReceiver2;12/04/2025 20:00;b;7;1624
status;12/04/2025 20:00;ALL;7;1
voltageReceiver1;12/04/2025 20:00;a;7;1718
voltageReceiver2;12/04/2025 20:00;a;7;1588
status;12/04/2025 20:00;ALL;7;1
voltageReceiver1;12/04/2025 20:00;b;7;1729
voltageReceiver2;12/04/2025 20:00;b;7;1624
status;12/04/2025 20:01;ALL;7;1
voltageReceiver1;12/04/2025 20:01;a;7;1741
voltageReceiver2;12/04/2025 20:01;a;7;1588
status;12/04/2025 20:01;ALL;7;1
voltageReceiver1;12/04/2025 20:01;b;7;1765
voltageReceiver2;12/04/2025 20:01;b;7;1612
status;12/04/2025 20:01;ALL;7;1
voltageReceiver1;12/04/2025 20:01;a;7;1741
voltageReceiver2;12/04/2025 20:01;a;7;1588
status;12/04/2025 20:01;ALL;7;1
voltageReceiver1;12/04/2025 20:01;b;7;1765
voltageReceiver2;12/04/2025 20:01;b;7;1612
status;12/04/2025 20:02;ALL;7;1
voltageReceiver1;12/04/2025 20:02;a;7;1729
voltageReceiver2;12/04/2025 20:02;a;7;1588
status;12/04/2025 20:02;ALL;7;1
voltageReceiver1;12/04/2025 20:02;b;7;1729
voltageReceiver2;12/04/2025 20:02;b;7;1612
status;12/04/2025 20:02;ALL;7;1
voltageReceiver1;12/04/2025 20:02;a;7;1729
voltageReceiver2;12/04/2025 20:02;a;7;1588
status;12/04/2025 20:02;ALL;7;1
voltageReceiver1;12/04/2025 20:02;b;7;1741
voltageReceiver2;12/04/2025 20:02;b;7;1612
status;12/04/2025 20:03;ALL;7;1
voltageReceiver1;12/04/2025 20:03;a;7;1729
voltageReceiver2;12/04/2025 20:03;a;7;1588
status;12/04/2025 20:03;ALL;7;1
voltageReceiver1;12/04/2025 20:03;b;7;1729
voltageReceiver2;12/04/2025 20:03;b;7;1612
status;12/04/2025 20:03;ALL;7;1
voltageReceiver1;12/04/2025 20:03;a;7;1729
voltageReceiver2;12/04/2025 20:03;a;7;1588
status;12/04/2025 20:03;ALL;7;1
voltageReceiver1;12/04/2025 20:03;b;7;1741
voltageReceiver2;12/04/2025 20:03;b;7;1612
status;12/04/2025 20:04;ALL;7;1
voltageReceiver1;12/04/2025 20:04;a;7;1718
voltageReceiver2;12/04/2025 20:04;a;7;1588
status;12/04/2025 20:04;ALL;7;1
voltageReceiver1;12/04/2025 20:04;b;7;1718
voltageReceiver2;12/04/2025 20:04;b;7;1612
status;12/04/2025 20:04;ALL;7;1
voltageReceiver1;12/04/2025 20:04;a;7;1729
voltageReceiver2;12/04/2025 20:04;a;7;1588
status;12/04/2025 20:04;ALL;7;1
voltageReceiver1;12/04/2025 20:04;b;7;1729
voltageReceiver2;12/04/2025 20:04;b;7;1612
status;12/04/2025 20:05;ALL;7;1
voltageReceiver1;12/04/2025 20:05;a;7;1706
voltageReceiver2;12/04/2025 20:05;a;7;1588
status;12/04/2025 20:05;ALL;7;1
voltageReceiver1;12/04/2025 20:05;b;7;1682
voltageReceiver2;12/04/2025 20:05;b;7;1612
status;12/04/2025 20:05;ALL;7;1
voltageReceiver1;12/04/2025 20:05;a;7;1706
voltageReceiver2;12/04/2025 20:05;a;7;1588
status;12/04/2025 20:05;ALL;7;1
voltageReceiver1;12/04/2025 20:05;b;7;1706
voltageReceiver2;12/04/2025 20:05;b;7;1612
status;12/04/2025 20:06;ALL;7;1
voltageReceiver1;12/04/2025 20:06;a;7;1718
voltageReceiver2;12/04/2025 20:06;a;7;1588
status;12/04/2025 20:06;ALL;7;1
voltageReceiver1;12/04/2025 20:06;b;7;1706
voltageReceiver2;12/04/2025 20:06;b;7;16
status;12/04/2025 20:06;ALL;7;1
voltageReceiver1;12/04/2025 20:06;a;7;1718
voltageReceiver2;12/04/2025 20:06;a;7;1588
